case,mode,time,A_inj,A_ctrl,SNR
m3,3,15.6025,0.007235245064855964,0.0072351905745506075,1.0000075312881942
m3,3,15.805,0.007243897289212807,0.007246671925766175,0.9996171157488857
m3,3,16.0,0.007282188719936842,0.00728033199620765,1.00025503283781
m3,3,16.2025,0.0072881341949033755,0.00728742538229322,1.0000972651619704
m3,3,16.405,0.0073111640821812264,0.007313503401869297,0.9996801369248733
m3,3,16.6,0.007326933892549457,0.007327285226258514,0.9999520513125656
m3,3,16.802500000000002,0.00733433893697781,0.00733419591678824,1.0000195004593813
m3,3,17.005000000000003,0.007332725785739465,0.007334143081167643,0.9998067537798904
m3,3,17.200000000000003,0.0073370974715178455,0.007337336606458246,0.9999674084816839
m3,3,17.402500000000003,0.007350173717171099,0.007349788611865543,1.0000523967866144
m3,3,17.604999999999997,0.007355846586478839,0.0073564088765856565,0.9999235645929623
m3,3,17.799999999999997,0.0078035005101997675,0.007804090601044075,0.999924386981844
m3,3,18.002499999999998,0.0078086824476615345,0.007808831098396088,0.9999809637661924
m3,3,18.205,0.00777227062108335,0.007772581458724299,0.999960008442163
m3,3,18.4,0.007810835374320347,0.007811432867783493,0.9999235103887777
m3,3,18.6025,0.007815743785132648,0.007815888142543614,0.999981530261394
m3,3,18.805,0.007820299252337699,0.007820312144641708,0.9999983514335783
m3,3,19.0,0.0078356078423131,0.00783608123013708,0.9999395887038335
m3,3,19.2025,0.00784016166434101,0.007840458852490075,0.9999620955667702
m3,3,19.405,0.007840266457947607,0.007840301890461128,0.9999954807207662
m3,3,19.6,0.007819955343266195,0.007820349588845458,0.9999495872179647
m3,3,19.802500000000002,0.007824247716836897,0.007824689429726321,0.9999435488279258
m3,3,20.005000000000003,0.007818336056716021,0.00781840720473988,0.9999908999337082
m3,3,20.200000000000003,0.007848034796538622,0.007848331659406512,0.9999621750353103
m3,3,20.402500000000003,0.007852226884989415,0.007852655304016404,0.9999454427820397
m3,3,20.604999999999997,0.007856856637521519,0.007856946423587094,0.9999885723968658
m3,3,20.799999999999997,0.007860827139895717,0.007861048197297469,0.9999718793987514
m3,3,21.002499999999998,0.007845941274428609,0.007846319992719702,0.9999517330045875
m3,3,21.205,0.007854780018692002,0.00785499010403765,0.9999732545371968
m3,3,21.4,0.007858914567736512,0.007859156885374557,0.9999691674766671
m3,3,21.6025,0.007863069670379363,0.007863450551299823,0.9999515631314809
m3,3,21.805,0.007846963415967145,0.007847210423343113,0.9999685229065308
m3,3,22.0,0.007848803003908899,0.007848987939797448,0.9999764382503875
m3,3,22.2025,0.007848750139718487,0.007849060563483144,0.999960450838397
m3,3,22.405,0.007865796072927722,0.007866031833205332,0.9999700280544741
m3,3,22.6,0.007870970388721867,0.007871195522573643,0.9999713977563979
m3,3,22.802500000000002,0.007875029614532476,0.007875342737224369,0.999960240118768
m3,3,23.005000000000003,0.007977294796941934,0.007977573511043817,0.9999650627974161
m3,3,23.200000000000003,0.007981243190696341,0.007981463678492574,0.9999723750172758
m3,3,23.402500000000003,0.007985219461914295,0.0079854704673079,0.9999685672378812
m3,3,23.604999999999997,0.007979529553479766,0.007979774693169558,0.9999692798732773
m3,3,23.799999999999997,0.007983348751596023,0.007983558452135048,0.999973733449779
m3,3,24.002499999999998,0.007970822795228507,0.007971078098153683,0.9999679713431443
m3,3,24.205,0.0079747324402917,0.007975000947164907,0.9999663314305559
m3,3,24.4,0.007978508748390166,0.007978747042414022,0.9999701339041596
m3,3,24.6025,0.007959354659144605,0.007959598901085545,0.9999693147928715
m3,3,24.805,0.007963263947352812,0.007958156354256103,1.0006418060753453
m3,3,25.0,0.007966976343800357,0.007967198423031247,0.9999721258064506
m3,3,25.2025,0.007973294802693142,0.007973512940023512,0.999972642255426
m3,3,25.405,0.00797696550263863,0.007977206755215406,0.9999697572616356
m3,3,25.6,0.007980502322210677,0.007980733295062407,0.9999710586930811
m3,3,25.802500000000002,0.008161507674130992,0.008161730580667569,0.999972688814661
m3,3,26.005000000000003,0.008168709902191849,0.00816894220439437,0.9999715627560205
